number,nextgen_id,time_zone,sunday_start_time,sunday_end_time,monday_start_time,monday_end_time,tuesday_start_time,tuesday_end_time,wednesday_start_time,wednesday_end_time,thursday_start_time,thursday_end_time,friday_start_time,friday_end_time,saturday_start_time,saturday_end_time
0490,829c0faf-a4fe-4107-aafb-816b49b35175,America/Chicago,10:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0501,9e2aaa09-936a-47dc-bfbd-21ff357c4264,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0502,15bf9b27-93a0-4f8c-9533-4891ec43f35a,America/New_York,12:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0504,b14799b8-edbb-410b-b48d-b5f69d4c219c,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0505,f35d9ac8-a5d4-4ebb-88bb-b251781056ea,America/Chicago,12:00,17:30,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0507,7a666f78-a916-4471-b979-16dab9320631,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0508,8797a798-bbd6-47f7-b533-1bcd60323d05,America/Chicago,12:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0509,8dbe4946-909e-4f57-8571-146aebef3f4c,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0511,c1af2fe1-fa52-4913-b45b-71cea78a0e92,America/Chicago,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0512,0c9d6cdd-69a2-48a5-a95b-9b98f8a040c3,America/Detroit,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0513,c8e38752-1112-4d66-9af2-3cc5fec230b8,America/Detroit,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0514,a09b3466-e142-4db2-a17b-a409438939ba,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0515,f74c878c-1f33-442a-ae9f-8a4f302f8aff,America/New_York,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0516,6f1b3e54-d37e-4510-b2c4-34d7096fbfad,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0519,2fd2b950-c6fe-4745-ad1b-2f7b9ed21d18,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0520,e347b434-bb1a-4c75-85b6-d1175c0a3e65,America/Phoenix,11:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0522,c41d8e07-64f4-491f-b4f1-39f335002291,America/New_York,11:00,20:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0523,5c062d31-9886-4b1c-b182-3c7082517807,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0527,1b41befb-5635-4922-84b7-4b31253ffbb3,America/Los_Angeles,11:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0528,994369c6-9c71-43be-840c-481c6daaae78,America/Phoenix,11:00,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00
0529,ead27212-2049-422c-9c00-8460c2e34d1d,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0532,6553fc13-0d54-4ac4-8424-e8d82c2fe27c,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0535,6aa8f3a3-eae6-4972-b61c-621884f864c7,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0537,50c84441-b6fa-44e3-9819-8eb64230c5e6,America/Los_Angeles,11:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0538,f82c197f-17ae-47ee-b83b-2dd23d729f4c,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0542,a080f5de-76ae-4f30-bc9b-e8a7358535eb,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0543,e6aa5494-03d4-4407-9df5-4512e6b6faaa,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0547,341ddc25-40b6-49b5-8cdd-25ce08704082,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0550,5fef20c1-d756-466b-bae8-21da5e0506e3,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0553,3d5bec4e-b759-4b6c-b70f-7b8e8ebc7a18,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0554,88288444-465a-4f10-90af-59dbd7c2365e,America/New_York,12:30,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0555,7d437765-4ea1-4290-9178-e5e616229b3e,America/Denver,12:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0558,688396fa-4855-4123-8d96-3b6d84312a73,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0561,217ccaea-95c9-436b-afe3-f3604dbc14fd,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0562,25847a86-a28d-4aed-acab-fa8c6561c5f9,America/Chicago,10:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0563,f5628c9b-6a87-445b-88b9-89b5ff263517,America/Denver,12:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0564,fbb3a612-8e78-467d-8b11-56a504f36368,America/Los_Angeles,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0565,0f900523-4fe9-4e8a-87f8-7737c144dc2b,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0567,d68c5621-87a5-4a1d-933e-5f7b4a9e5ac5,America/New_York,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0568,466856f6-7cf5-42a6-946b-a45100f48d1a,America/Denver,11:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0569,cea5edd8-1317-4f89-a3c0-21e641f3a0d4,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0600,5874bf21-3cd2-451b-8d74-03fcb535a6ae,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0601,4ec2b539-98da-4e76-9ede-50b3e84aeb5e,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0602,e1dae004-d85c-4a76-b3e2-89629338131b,America/New_York,11:00,20:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0603,2abe99c9-cdb0-4a85-a754-ca8037239803,America/Los_Angeles,11:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0604,33822b49-8348-4b3b-b2ac-4922ddc6944a,America/Chicago,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0606,52a5e4c0-72fa-43f5-a338-a02b6a805ea7,America/Chicago,12:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0607,756fca28-7e1b-46de-bf56-5fa5c74b2498,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0608,c25bd849-df6e-4aba-bb43-23e3fb4401e0,America/New_York,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0609,e49f65f4-8c26-4e90-9f44-87d77cb58cf1,America/Phoenix,11:00,18:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00
0610,154d3a95-d209-4b5e-92b9-fdb67bffbcd2,America/Phoenix,11:00,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00
0612,6ad9273c-9c7c-4058-848e-1509bd0f3a4f,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0615,ddb1a6fe-4e38-4685-9634-5805a58e1959,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0617,f97bfb58-6755-49d3-88bd-51577f02507a,America/Toronto,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0621,720e284f-8823-4dae-822a-beb1839d0532,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0622,f0957aef-c41e-4f13-9b75-135a2935b4fc,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0626,a9567a94-f68b-459c-ae75-869e8011ec4b,America/Los_Angeles,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0627,647694d6-5809-4aeb-a633-064d7a9d9a72,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0628,9c46fb28-f827-4b22-b42a-cbb9c888d3f2,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0630,61803fb8-d06c-4ec8-a334-d1a63669d197,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0631,e96ded17-9937-477b-833e-d496a49e4762,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0632,cc89731f-179c-42c6-991c-1d57baf41c9d,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0633,45bc1d69-ab18-4a0b-80c3-37be8cff6f16,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0634,bd138118-bb40-4671-89c4-fa8385641fc9,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0635,e194e4cd-516b-4878-a631-4a91518e7198,America/Detroit,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0636,da21a6a0-846b-4227-b8a1-8ad0a393d7e0,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0637,5d09a4cb-d126-4c41-bc80-9c11c28ac263,America/Chicago,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0638,10f4b01d-c763-46cc-96e8-994a3476b50f,America/Detroit,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0639,0919ccda-957b-4a62-be20-98bbf80e79b6,America/New_York,10:30,20:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00
0642,d59ff24f-9e9f-49be-9206-522ee46a1e6a,America/Chicago,12:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0645,fcdac71c-d07f-48d9-8843-ee5e6eb53b6a,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0646,f0988ca5-31a6-4520-a38a-32891b67576a,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0650,21d6e1e9-f3d5-45ba-84d3-bf22afc62153,America/Detroit,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0651,37ed28b9-3d41-4f2b-83c9-26c95c623cfd,America/Indiana/Indianapolis,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0652,8469d22b-fc24-4fdc-9f58-a4cc74a222a9,America/Chicago,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0654,363c5924-1e46-46a1-aa7b-c92636501752,America/Chicago,10:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,22:00,10:00,22:00
0655,75bc1e7a-024b-4a3e-a480-f79508dc2fc5,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0656,6da3389a-4707-40de-b6f4-7220abcd1c2c,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0657,60b3a809-62b4-48ba-92f0-5c174e032a77,America/Indiana/Indianapolis,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0658,cd9f711c-f733-4c7c-9a42-c43cb2d560d8,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0659,c393da9c-d3de-46d4-bb5d-94937ea985b1,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0660,0d253494-7afe-44e7-9546-6a21d41b125d,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0662,60451c56-02e0-462b-a2c3-5f11866ace4e,America/Phoenix,11:00,18:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00
0663,92a363b6-9055-453e-b8f1-d2908e344624,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0665,f4e60503-bae8-4d57-98a0-fc3f10790f61,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0666,6064c46e-ac48-4469-9e6b-afc6a6a3b065,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0668,ebd2109f-6cf6-4606-8985-46ad0936eb9a,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0670,8884abda-7194-4e40-9b9e-4a920fb16fa1,America/New_York,10:00,19:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00
0671,b2cf7a49-9349-4077-b9c3-5bc9be4c52cb,America/Chicago,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0672,359b3a51-7a14-4047-89e6-d7af799be45b,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0673,3b2e1dcf-7856-4541-886c-cdc2cb3e0e37,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0674,69ba8340-9175-4750-b2b9-cd505985e38b,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0676,6e20166a-ab39-4cf0-bf14-aa854b550d33,America/Detroit,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0677,08ac672d-f44c-4a45-8431-8c5c08345e44,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0680,1705274b-eedf-4b11-b244-b52cea112fae,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0681,2e8392e9-2a72-4830-a330-098e7a54e94f,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0682,4d7bab14-02b2-4b13-bd29-8a637ffd5543,America/Chicago,12:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0683,657eed61-6684-4194-a8bb-fadeef111485,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0685,ed93a689-2ec7-491f-8157-28dcdb36a2a3,America/Los_Angeles,11:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0687,60c1ab59-1baf-48f6-a3f7-644621e7a094,America/Los_Angeles,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0688,46175995-3fda-4946-9b0b-5342112cf641,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0689,b3441325-df72-4293-9428-2bf38695fc6e,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0690,e20d09ae-a6e8-4fb5-aa4a-f7b397c54699,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0694,c949a0dd-811f-48e3-ad38-b3b50e15cfda,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0695,8ae31db9-22a6-40e7-ac35-379ffcf7667f,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0696,4b7f81d0-c3f9-4bc7-b88e-90f78ea4a1ca,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0697,97730fe1-39f1-48ca-9c61-8b1ec49f5a93,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0700,dfc22763-ae64-415e-a9c5-35d26e759f0c,America/New_York,11:00,20:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0701,3bc4b9f2-0549-488f-8af5-1893cc5bd1d1,America/New_York,11:00,19:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0702,de518627-e4ec-4ace-8331-9de99da4c444,America/New_York,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0703,cad25f59-f902-4a59-8897-623dd9df4593,America/New_York,12:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0705,17978b3c-c507-4e95-b9fc-0e140e2e8228,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0706,f1279748-14ba-4a69-8e7c-7d8fb2e7b54f,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0707,9afdfd83-cacd-4c4d-97f1-0c2842f7a2a5,America/Chicago,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0708,7eaa63cf-47b9-46ed-a964-cb22eae3e86d,America/Denver,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0709,39a49fd8-0dea-42ee-a187-5edd3b25ac45,America/New_York,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0710,6f59dd75-3fa3-4eb0-b661-3d35b636ef81,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0711,4e0aafb8-7c6c-4cd8-9c4b-e623f61a9d98,America/Chicago,10:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,0:30,21:00,10:00,21:00
0712,c09c1b5a-1b53-467d-b9b0-3dfc10a7cdfd,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0714,d879c7be-b354-45ff-9291-9f01cb899294,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0715,f7fc64d4-aefc-4ba9-9181-e5f35faa1b4f,America/Chicago,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0716,f00a7c32-46d3-4fe9-8608-bdf8a3b42043,America/Phoenix,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0717,541bf74e-ca5e-4e09-b3c3-c13e826ae24b,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0719,08e8d6d8-38b6-4dd0-965c-87f941c655aa,America/Chicago,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0723,70ddb8b2-cd80-4b40-ac80-6f747a26b5f6,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0724,6d629300-fdfa-4a88-883b-41cf0a2d1652,America/New_York,11:00,20:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00
0726,57329066-e365-4324-b6a9-064257ec3c21,America/Chicago,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0727,e195c657-06fa-4e04-afc7-6682078c59b3,America/Los_Angeles,11:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0728,44577104-5296-4f73-951d-5b5fe81d41e9,America/Chicago,12:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0732,afc54f87-226f-44e7-88e8-ed6f7eb78340,America/Chicago,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0734,f254e9a1-09c2-4164-a0d4-b3fc6fa8b1b2,America/New_York,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0735,6f47bf7f-0561-4804-be91-aca9222f30a1,America/Chicago,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0736,4e54a2ee-2120-4234-b181-655f52b280cd,America/New_York,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0737,f8781b6f-6b02-481a-97bf-385e648fd6e1,America/New_York,10:00,20:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0738,b01f4df2-f7f1-4f3a-b090-13c8186f4dc2,America/New_York,9:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0739,3adf37a7-ab76-4d98-9558-7ba586f2cdc6,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0740,18e8ba8e-ae3a-4396-92a8-a675617216b3,America/Chicago,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0741,c082a4db-a62a-473c-a19c-e6ce65486228,America/New_York,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0742,369d2f80-8274-40cb-9c3b-b609b7097d3d,America/Chicago,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0743,5f62600b-96ff-4403-8958-b472f3dd8f0e,America/Chicago,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0744,18ced205-84eb-4af9-86df-6e120fab844a,America/Chicago,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0746,31032d8a-cdeb-4cf8-87a8-fd81603b3fb8,America/New_York,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0747,eaffa4cc-427c-4664-92ad-e52a157d7148,America/Chicago,10:00,18:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0748,eb76fc2c-04c8-4222-a68d-6dbbd7c2a258,America/Los_Angeles,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0749,06dd844f-384c-4aaa-8a73-5f256863fdbb,America/New_York,10:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0750,38bc9f5f-b771-4c96-a4f0-0c0c5ca18538,America/Chicago,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0751,df361c7b-fc08-461b-9313-c52eb2488373,America/New_York,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0752,d91dd4d7-217d-4840-966d-641c92c0eee7,America/Detroit,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
