number,nextgen_id,time_zone,sunday_start_time,sunday_end_time,monday_start_time,monday_end_time,tuesday_start_time,tuesday_end_time,wednesday_start_time,wednesday_end_time,thursday_start_time,thursday_end_time,friday_start_time,friday_end_time,saturday_start_time,saturday_end_time
0753,56cb445f-18d7-4d34-9b03-2eed8d35e66d,America/Chicago,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0754,84547e2b-9218-43ef-8f3f-29c2c89b35c9,America/Denver,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0755,f9e555ee-4337-42d2-858e-3418475ef338,America/New_York,9:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0756,3015edfc-7399-4a90-922e-659a5f6beffb,America/New_York,10:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0757,72cdcc7f-e5d4-448f-a1f8-6224ddf94cae,America/New_York,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0758,6183d521-75b6-4916-a053-478c0564ef68,America/Chicago,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0759,edd6672c-51f6-45b5-862e-18bbba10210b,America/Chicago,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0760,9243fe13-b1c0-4b63-903d-c760dfca9f3a,America/Detroit,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0763,d65d00db-a2ee-4781-ad6a-7a7ce01a6b83,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0765,1bbba4b7-ab17-4f45-b6cb-cb5a587ff28d,America/Indiana/Indianapolis,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0766,568f47a1-5e8f-42ad-b1fe-f1f920e7117e,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0770,41950b2e-d211-4f21-a0bb-e74f8133c17b,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0772,0f949d82-333f-4995-80e8-afcdc08d5ea9,America/Los_Angeles,10:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0773,93b23270-7cd2-4400-a1b5-87b0dae55d48,America/New_York,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0775,cd5ae669-c2a9-470f-9815-3404b5121c04,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0776,d4d4b119-21fc-472a-8739-e0bdde599b54,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0777,e6653341-b1d1-43a7-83d9-4bd71a40bbe3,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0780,90cb24de-8215-4ef3-8122-e4ccaae50d9c,America/Detroit,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0782,6fdafe1a-5f17-44b2-a5c6-4fdfb8844ce1,America/New_York,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0783,82401660-dade-48cc-826f-1d4ce700aa05,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0785,c86280e7-a3a2-44b1-84a7-ea331e440e76,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0786,f4a79d03-74cf-4e43-9d40-d3b76ca3261c,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0787,3daa111c-ad3d-4bfa-9af9-4a6f6815b8dd,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0791,8505d003-4889-4bbe-871f-a55fcaf005a9,America/Denver,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0792,0256a7d8-a8b7-4b79-8cf2-91446e7f1751,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0796,7818abcc-c179-4454-9ebb-1df53c7586b8,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0797,7e7af8a6-efd4-403c-8acc-1747c1c19cc3,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0798,dbed0ae8-fd9c-4038-b67b-01731fe065c9,America/Detroit,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0800,eec04e54-a816-4dcc-854d-0a1a69648f4f,America/Chicago,12:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0801,61361d0b-e893-4300-8eec-c755d26ad322,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0804,f04f638f-d87d-42e5-9af5-c2192f12f25a,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0806,7f82d814-b284-4e91-9a03-66996791f562,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0809,4011c3f6-8b7c-41d8-ae6b-26cc5e8b63d5,America/New_York,11:00,18:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
0811,c4e25422-31be-4a79-a613-f454e104b4cc,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0813,8f1cb998-346b-41cb-8fc6-eebb9727deb2,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0814,0f1ccd2a-451c-44dd-8072-d362e35a074d,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0817,714aeebb-8e7d-4b6d-b215-35f5f3693de9,America/Los_Angeles,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0822,c8af9bfe-4615-4e83-8bf4-13f16b3d427b,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0825,ed0b4739-9715-44ee-b188-1bff32f1ce39,America/Los_Angeles,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0828,767f98d0-a5b3-43ec-bed5-4cf0bf629aa0,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0831,a69ea49c-3b1a-4dcc-9535-af3de44b6019,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0834,4551c19e-ce57-4f47-b47d-1a6714742f31,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0835,19f55930-d90f-4324-8344-59cc889ac598,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0836,b1aa745b-e281-4413-958c-0d1267dcb75d,America/Indiana/Indianapolis,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0837,04f4f14a-f1db-43fa-be3e-ab846b7d4269,America/New_York,11:00,21:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0838,080aacae-e3c0-48d3-a37f-9afd907e4bdc,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0840,6f13dbc8-bcbf-411e-a639-065763d04c3c,America/Detroit,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0844,c87f7898-5028-4ae1-93a0-b03af5134b5d,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0845,95cd14fb-f22e-4e0f-b948-5673008e49b2,America/Los_Angeles,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0846,0f57e5fa-1aac-477c-bba5-5d37c64a5935,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0847,b26277ee-4048-459e-b50a-c220761c8b7d,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0848,02e87a45-d648-47f9-86ad-cf4accf8fd2a,America/Los_Angeles,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0850,e0745348-0d09-450c-9d29-c404de8b1489,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0851,0b8ca56d-be04-4e88-ae02-bd178a5f7cc1,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0852,6e1d6286-0807-4456-bbe0-2857a814731f,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0853,80657df7-76a9-4f06-8e66-2ec644bee347,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0858,ab47119c-bad3-4900-8452-0cdba21ab93d,Pacific/Noumea,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0859,07001a0e-46df-4949-a6d8-47504e9fb4e5,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0862,e06868f0-18bb-45b9-8cb1-4ac909832993,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0864,4dd59379-17e9-427a-82fc-128934bd90b5,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0866,15cab6b9-978b-490e-a9a6-056ae36edfb1,America/Indiana/Indianapolis,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0867,9223a9da-3b25-46a3-9539-5eb442f11fe5,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0868,8ed44a5c-6808-4337-be72-75f3fc704277,America/Phoenix,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0869,38c4097e-5cbc-4732-854e-daef74800585,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0870,a6f3f88b-9a30-4808-b887-8a1b00fbb96d,America/Denver,,,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0873,3deddb04-e366-4845-9bc1-a68dee1148ed,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0874,75e9193e-76df-4846-9d90-a9291935e27d,America/New_York,11:00,20:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0875,a23f4913-a948-4c44-963f-c2531ae7930e,America/Chicago,11:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
0876,39045196-aa4f-44a5-876a-582a7c617ca7,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0877,12a4d88e-3d7a-41c7-beb8-7a7037359eaf,Europe/Vatican,11:00,18:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0878,89441d5c-91c8-42e1-911d-a6c8ec72037e,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0880,82fdc22d-caea-4564-9264-69b1aa13dec7,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0881,80a174d5-e07f-40fe-839b-efb7a1e271b4,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0882,1b446172-cece-4769-acc8-e01b2d6fbd4c,America/New_York,11:00,18:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0883,0a8ca10b-c37b-4d22-b5b4-1849bb389167,America/Chicago,11:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,19:00
0884,dc443788-7caf-4692-bb4d-cff9d89eae2f,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0886,d4ae5ff6-b98f-4a82-827b-07e95c1d5b92,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0888,efb9a3b8-b674-45e8-9d6c-1ea652ceda9f,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0889,edb74509-519a-4224-8faa-22e9ef740755,America/Chicago,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0890,d30d6aad-f698-438e-8d12-902ed0129ff9,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0892,621c667d-5ede-448a-b0c0-c1106f55afd6,America/Detroit,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0894,70c23eea-9171-4b42-8460-5eaa3f5c22fb,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0895,fb060b39-d1ef-4a80-b08d-f7071cf7e152,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0896,5886ee5d-7cb9-4b02-9ab6-88d07cd361ac,America/New_York,11:00,18:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0897,e650e1bd-aafa-4def-bf24-f1a8f604c0ff,America/Denver,12:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0898,bd371478-4794-4c3b-b903-53178757ddb5,America/Los_Angeles,11:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0899,dbec992f-941d-40c6-af47-eba6623dd78e,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0900,a824d1fa-bb18-45e9-b3d4-a62710fa8393,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0905,2b80b939-f78c-4c4d-852d-5769c65ac58a,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0912,3f7aca3b-3436-4b46-9277-67a8bdf36556,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0914,0c7c08c1-e1c0-47a2-b91c-84ba5ef4ba03,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0915,adee6200-179b-437e-ab81-0c4d316c75c2,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0919,7dd2384a-d2f4-4eb7-bb4f-695ff4f24bc6,America/Detroit,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0920,55bd6b37-dcca-46a8-bdf4-803e210d7bc5,America/New_York,11:00,20:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0921,bb72bc13-0bd3-4629-b265-4dc79bf40645,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0922,d0b361b9-d427-4afb-8797-7a4bef5f3073,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0923,9d75deed-5a40-45c8-954f-bed55f622243,America/New_York,10:00,19:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00,9:30,21:00
0925,830006cc-28fd-42d0-a1c1-1bbb7b52ee96,America/New_York,11:00,19:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0927,cba74949-a096-40c3-983b-76ca19e9fce1,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0929,b5858a86-03ee-4122-9735-67b2434ffa26,America/Chicago,11:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
0930,25562ac0-fb3d-4f87-a9c5-2a8c2c1bc7fd,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0931,efac41ca-d9ab-4743-963d-76ae8ce9797f,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0932,bf29ddd5-8cb0-47e1-9561-16b21f1537cc,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0933,3bfecf8c-3d0f-408b-9e03-d9ca328296f2,America/Detroit,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0936,1c430edc-2041-4ad4-b980-3e8fbbfad7c8,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0937,98c7af07-556b-4a5d-afbf-461ed15f5956,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0938,235f6cdc-dbd6-44e3-9707-1d1c41f88961,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0941,82eadc0c-636a-4b99-bcdf-cf3c56035e07,America/New_York,10:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0943,0cc1bf7b-84ed-4288-9e32-a688e25c0239,America/New_York,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0945,6495d5c3-7bd6-41d2-bf4e-533a36eb7230,America/Indiana/Indianapolis,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0948,77b739c0-7f63-4056-8d0b-dc2581826357,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0949,80776dce-bcc7-450a-8f48-a31b1ed4566a,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0951,3078aaad-122b-4f43-89bb-fc008141069c,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0953,003c8781-4df9-4f9f-8313-82c1b289b58d,America/Chicago,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0954,d27c2223-3693-460b-be26-9587bf7983f3,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0955,728591c8-a591-40d4-8871-e031a0cb661c,America/Los_Angeles,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0956,e01bb596-ca89-4456-8b9c-2ae1d12bae05,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0957,ea3d6a80-424a-4445-a3f1-0d5e2b21bbcd,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,20:00
0960,596411ee-ff3c-4376-89f2-ce1c8b0b1b2e,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0961,4fefb6b8-dba5-44a8-a9b5-0ee3a8d1d70b,America/Denver,9:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0963,d34db554-bcd9-472a-9490-7fc589a31b44,America/New_York,11:00,20:00,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30
0964,beb90809-5f7b-4f6f-8f80-6ce3c5136738,America/New_York,13:30,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0965,82db5a4b-7e4a-40c5-a78d-b295710ccc36,America/New_York,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00
0966,af9d5803-76c5-4b88-966a-376b3f8406e2,America/New_York,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0967,9c6ff2eb-8b80-412e-b83c-f14e34d6fbdd,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0969,30506877-32ec-469c-94ff-e2777f2a267a,America/Los_Angeles,11:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0972,391767d1-550e-4d1e-8c77-8eb89720d637,America/Denver,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0973,7eb05ac7-7ace-4f48-8913-38a29f1d70bf,America/Denver,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0974,2bd0f95c-5acd-4a52-8bae-60264b89aa63,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0975,135c9d71-89fa-4110-af42-d162387d8071,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0976,bff9597b-519a-47ba-ae44-18b8e8ac561a,America/Chicago,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0977,8896654c-0ed2-445d-869f-668a57776c06,America/Chicago,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
0978,37d5bf35-80d8-4282-91f9-bbbe9ce7dac3,America/New_York,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1000,d742b6e5-50ac-4a33-a541-cedfea635a60,America/New_York,12:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1001,83375f6a-4583-42d1-8fd8-d0bd5858d657,America/Los_Angeles,11:00,19:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
1004,e8c670b9-a7b7-4d11-8d99-f3f6877e1b43,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1005,fac0aa8f-c38d-4cba-bbed-f2d62a45f1bc,America/Denver,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00
1006,da0b35f2-8aa2-4341-8762-a9557906f4f8,America/New_York,10:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1008,14157488-6076-49b2-a9a6-dd8234a85b6c,America/Chicago,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1009,133c8813-67e8-4725-add6-2b13b8b0be4e,America/New_York,12:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00
1010,c991ab03-6532-49ca-ad56-7645c7091fed,America/Los_Angeles,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1011,d27e6ef5-56a0-41ff-9624-171b122e35e0,America/Chicago,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1012,dccf061f-5f1f-4044-bf69-2fa0bbbdb5d5,America/New_York,10:00,19:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
1013,15e23c49-0fc5-48ef-b69a-9903c3fa3a8f,America/Los_Angeles,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1015,5d6f5411-c96d-41c8-82ee-07e779f095d7,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1016,55cbe4d8-c3a6-49cb-ac5e-bf296f724e1c,America/New_York,11:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1017,282a42a8-3847-49aa-95b1-67af9e11e43b,America/Indiana/Indianapolis,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
1019,ecc68b22-032f-4347-8a30-10900378bf07,America/New_York,12:00,18:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00
